,image,width,height,class_ids,XMin,YMin,XMax,YMax
37,C:/Users/3055638/Documents/cd8/data/cd8/train_01_lr_rotate.jpg,512,512,cd8,0.59375,0.08203125,0.041015625,0.0390625
38,C:/Users/3055638/Documents/cd8/data/cd8/train_01_lr_rotate.jpg,512,512,cd8,0.7421875,0.337890625,0.0390625,0.041015625
39,C:/Users/3055638/Documents/cd8/data/cd8/train_01_lr_rotate.jpg,512,512,cd8,0.6640625,0.79296875,0.05078125,0.048828125
40,C:/Users/3055638/Documents/cd8/data/cd8/train_01_lr_rotate.jpg,512,512,cd8,0.66015625,0.537109375,0.048828125,0.06640625
41,C:/Users/3055638/Documents/cd8/data/cd8/train_01_lr_rotate.jpg,512,512,cd8,0.720703125,0.431640625,0.0546875,0.0625
42,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.576171875,0.796875,0.021484375,0.017578125
43,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.25,0.26953125,0.025390625,0.013671875
44,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.5078125,0.501953125,0.03125,0.029296875
45,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.3828125,0.36328125,0.0234375,0.03515625
46,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.423828125,0.45703125,0.029296875,0.033203125
47,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.189453125,0.53125,0.033203125,0.03515625
48,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.81640625,0.65234375,0.03125,0.033203125
49,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.095703125,0.90234375,0.0390625,0.0390625
50,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.791015625,0.17578125,0.037109375,0.044921875
51,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.4296875,0.404296875,0.029296875,0.04296875
52,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.34375,0.39453125,0.0390625,0.033203125
53,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.263671875,0.125,0.0390625,0.044921875
54,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.75,0.677734375,0.041015625,0.033203125
55,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.791015625,0.2265625,0.04296875,0.02734375
56,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.25,0.6328125,0.0390625,0.0390625
57,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.23828125,0.572265625,0.046875,0.041015625
58,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.36328125,0.876953125,0.04296875,0.037109375
59,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.216796875,0.6171875,0.041015625,0.04296875
60,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.28125,0.154296875,0.052734375,0.05078125
61,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.2890625,0.39453125,0.048828125,0.06640625
62,C:/Users/3055638/Documents/cd8/data/cd8/train_01_ud_rotate.jpg,512,512,cd8,0.22265625,0.501953125,0.052734375,0.064453125
63,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.646484375,0.23828125,0.033203125,0.01171875
64,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.10546875,0.009765625,0.0078125,0.037109375
65,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.66796875,0.1796875,0.01953125,0.01953125
66,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.958984375,0.755859375,0.013671875,0.02734375
67,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.4375,0.47265625,0.01953125,0.02734375
68,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.501953125,0.029296875,0.025390625,0.01953125
69,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.98046875,0.68359375,0.01953125,0.0234375
70,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.953125,0.8046875,0.029296875,0.025390625
71,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.64453125,0.197265625,0.0390625,0.0234375
72,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.05078125,0.0,0.046875,0.0234375
73,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.8203125,0.419921875,0.041015625,0.02734375
74,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.462890625,0.525390625,0.033203125,0.021484375
75,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.6953125,0.263671875,0.046875,0.052734375
76,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.908203125,0.7890625,0.04296875,0.041015625
77,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.408203125,0.353515625,0.03515625,0.0703125
78,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.482421875,0.27734375,0.060546875,0.078125
79,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.41015625,0.54296875,0.078125,0.07421875
80,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.146484375,0.130859375,0.078125,0.0703125
81,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.400390625,0.39453125,0.07421875,0.09765625
82,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.802734375,0.453125,0.078125,0.115234375
83,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.22265625,0.291015625,0.111328125,0.083984375
84,C:/Users/3055638/Documents/cd8/data/cd8/train_02.jpg,512,512,cd8,0.3046875,0.640625,0.10546875,0.091796875
85,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.318359375,0.23828125,0.033203125,0.01171875
86,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.310546875,0.1796875,0.01953125,0.01953125
87,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.884765625,0.009765625,0.0078125,0.037109375
88,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.025390625,0.755859375,0.013671875,0.02734375
89,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.541015625,0.47265625,0.01953125,0.02734375
90,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.470703125,0.029296875,0.025390625,0.01953125
91,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.0,0.68359375,0.017578125,0.0234375
92,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.015625,0.8046875,0.029296875,0.025390625
93,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.314453125,0.197265625,0.0390625,0.0234375
94,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.900390625,0.0,0.046875,0.0234375
95,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.13671875,0.419921875,0.041015625,0.02734375
96,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.501953125,0.525390625,0.033203125,0.021484375
97,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.255859375,0.263671875,0.046875,0.052734375
98,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.046875,0.7890625,0.04296875,0.041015625
99,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.5546875,0.353515625,0.03515625,0.0703125
100,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.455078125,0.27734375,0.060546875,0.078125
101,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.509765625,0.54296875,0.078125,0.07421875
102,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.7734375,0.130859375,0.078125,0.0703125
103,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.5234375,0.39453125,0.07421875,0.09765625
104,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.1171875,0.453125,0.078125,0.115234375
105,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.6640625,0.291015625,0.111328125,0.083984375
106,C:/Users/3055638/Documents/cd8/data/cd8/train_02_lr_rotate.jpg,512,512,cd8,0.587890625,0.640625,0.10546875,0.091796875
107,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.8046875,0.509765625,0.0234375,0.01953125
108,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.978515625,0.275390625,0.021484375,0.017578125
109,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.646484375,0.74609375,0.033203125,0.01171875
110,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.10546875,0.94921875,0.0078125,0.037109375
111,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.669921875,0.796875,0.017578125,0.021484375
112,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.4375,0.498046875,0.01953125,0.02734375
113,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.958984375,0.212890625,0.013671875,0.029296875
114,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.501953125,0.94921875,0.025390625,0.01953125
115,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.98046875,0.291015625,0.01953125,0.021484375
116,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.953125,0.166015625,0.029296875,0.025390625
117,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.64453125,0.775390625,0.037109375,0.0234375
118,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.8203125,0.548828125,0.041015625,0.029296875
119,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.05078125,0.97265625,0.046875,0.02734375
120,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.462890625,0.44921875,0.033203125,0.0234375
121,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.693359375,0.6796875,0.048828125,0.052734375
122,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.908203125,0.166015625,0.04296875,0.04296875
123,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.408203125,0.572265625,0.03515625,0.072265625
124,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.482421875,0.64453125,0.05859375,0.076171875
125,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.41015625,0.3828125,0.078125,0.072265625
126,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.14453125,0.796875,0.08203125,0.068359375
127,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.400390625,0.505859375,0.07421875,0.099609375
128,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.22265625,0.62109375,0.111328125,0.083984375
129,C:/Users/3055638/Documents/cd8/data/cd8/train_02_ud_rotate.jpg,512,512,cd8,0.302734375,0.265625,0.107421875,0.08984375
130,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.28515625,0.669921875,0.01953125,0.017578125
131,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.53125,0.583984375,0.0234375,0.02734375
132,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.6953125,0.232421875,0.021484375,0.017578125
133,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.767578125,0.23828125,0.021484375,0.021484375
134,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.716796875,0.06640625,0.01953125,0.015625
135,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.228515625,0.630859375,0.025390625,0.017578125
136,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.861328125,0.716796875,0.03515625,0.029296875
137,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.708984375,0.544921875,0.02734375,0.013671875
138,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.767578125,0.154296875,0.02734375,0.0234375
139,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.611328125,0.173828125,0.0234375,0.0234375
140,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.66015625,0.494140625,0.04296875,0.048828125
141,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.8984375,0.75390625,0.01953125,0.025390625
142,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.537109375,0.37109375,0.029296875,0.04296875
143,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.640625,0.37890625,0.033203125,0.02734375
144,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.884765625,0.69921875,0.02734375,0.052734375
145,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.796875,0.259765625,0.0390625,0.037109375
146,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.68359375,0.17578125,0.037109375,0.048828125
147,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.955078125,0.908203125,0.03515625,0.037109375
148,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.60546875,0.7109375,0.025390625,0.041015625
149,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.5,0.408203125,0.046875,0.056640625
150,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.640625,0.8828125,0.02734375,0.0390625
151,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.685546875,0.015625,0.02734375,0.044921875
152,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.564453125,0.869140625,0.05859375,0.029296875
153,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.615234375,0.3515625,0.02734375,0.044921875
154,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.64453125,0.892578125,0.0390625,0.052734375
155,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.5625,0.64453125,0.048828125,0.068359375
156,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.771484375,0.265625,0.068359375,0.05859375
157,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.919921875,0.533203125,0.052734375,0.048828125
158,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.244140625,0.62109375,0.072265625,0.05859375
159,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.642578125,0.443359375,0.08203125,0.052734375
160,C:/Users/3055638/Documents/cd8/data/cd8/train_03.jpg,512,512,cd8,0.1484375,0.037109375,0.07421875,0.087890625
161,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.693359375,0.669921875,0.01953125,0.017578125
162,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.443359375,0.583984375,0.0234375,0.02734375
163,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.28125,0.232421875,0.021484375,0.017578125
164,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.208984375,0.23828125,0.021484375,0.021484375
165,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.26171875,0.06640625,0.01953125,0.015625
166,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.1015625,0.716796875,0.03515625,0.029296875
167,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.26171875,0.544921875,0.02734375,0.013671875
168,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.203125,0.154296875,0.02734375,0.0234375
169,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.36328125,0.173828125,0.0234375,0.0234375
170,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.294921875,0.494140625,0.04296875,0.048828125
171,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.080078125,0.75390625,0.01953125,0.025390625
172,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.79296875,0.064453125,0.033203125,0.015625
173,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.431640625,0.37109375,0.029296875,0.04296875
174,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.32421875,0.37890625,0.033203125,0.02734375
175,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.0859375,0.69921875,0.02734375,0.052734375
176,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.162109375,0.259765625,0.0390625,0.037109375
177,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.27734375,0.17578125,0.037109375,0.048828125
178,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.0078125,0.908203125,0.03515625,0.037109375
179,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.3671875,0.7109375,0.025390625,0.041015625
180,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.451171875,0.408203125,0.046875,0.056640625
181,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.330078125,0.8828125,0.02734375,0.0390625
182,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.28515625,0.015625,0.02734375,0.044921875
183,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.375,0.869140625,0.05859375,0.029296875
184,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.35546875,0.3515625,0.02734375,0.044921875
185,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.314453125,0.892578125,0.0390625,0.052734375
186,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.38671875,0.64453125,0.048828125,0.068359375
187,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.158203125,0.265625,0.068359375,0.05859375
188,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.025390625,0.533203125,0.052734375,0.048828125
189,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.681640625,0.62109375,0.087890625,0.05859375
190,C:/Users/3055638/Documents/cd8/data/cd8/train_03_lr_rotate.jpg,512,512,cd8,0.2734375,0.443359375,0.08203125,0.052734375
191,C:/Users/3055638/Documents/cd8/data/cd8/train_03_ud_rotate.jpg,512,512,cd8,0.6953125,0.74609375,0.021484375,0.01953125
192,C:/Users/3055638/Documents/cd8/data/cd8/train_03_ud_rotate.jpg,512,512,cd8,0.716796875,0.916015625,0.01953125,0.015625
193,C:/Users/3055638/Documents/cd8/data/cd8/train_03_ud_rotate.jpg,512,512,cd8,0.767578125,0.736328125,0.021484375,0.0234375
194,C:/Users/3055638/Documents/cd8/data/cd8/train_03_ud_rotate.jpg,512,512,cd8,0.228515625,0.34765625,0.025390625,0.01953125
195,C:/Users/3055638/Documents/cd8/data/cd8/train_03_ud_rotate.jpg,512,512,cd8,0.861328125,0.251953125,0.03515625,0.02734375
196,C:/Users/3055638/Documents/cd8/data/cd8/train_03_ud_rotate.jpg,512,512,cd8,0.767578125,0.8203125,0.02734375,0.021484375
197,C:/Users/3055638/Documents/cd8/data/cd8/train_03_ud_rotate.jpg,512,512,cd8,0.708984375,0.4375,0.02734375,0.015625
198,C:/Users/3055638/Documents/cd8/data/cd8/train_03_ud_rotate.jpg,512,512,cd8,0.611328125,0.798828125,0.0234375,0.0234375
